tweet,label,id
breaking cavite reports first covi case a returning seaman who passed through narita airport in japan was confirmed to be the first positive case of covi in the province authorities said that the man who hails from imus city is currently confined at ritm gocavite,1,262.0
psa best cure for covi is to kill the virus literally survivio ,1,263.0
what does this look like to you i see a chinesecommunist intentionally spreading disease in the u s homeland this is what a dirty war looks like people eyes wide open coronavirus covi bioweapon biowarfare qanon ,1,264.0
i hear that covi madagascar madagascarcovidcure has come up with a sort of herbal remedy covi erbalremedies i want some of that am all for the garlic lemon pepper and anything we can try no harm ,1,265.0
well guys lysol amp sunlight is the answer to the coronavirus who the hell would allow that lunacy to come out of their mouth ,1,266.0
free cone day on march h dairy queen amy march ,1,267.0
 instead of preparing to fight coronavirusoutbreak by buying masks ventilators medical supplies trump was calling it just a flu that will go away by easter ivanka takes more time choosing her lipstick color to match her dress than her dad spends worrying about coronadeaths ,1,268.0
our air purifiers produce friendly oxidizers that neutralize viruses bacterias amp odours at its very source thereby protecting everyone from such contaminations ure cleanair freshair breathecleanair breathefreshair purifyingair cleaningair coronavirus covi ,1,269.0
harley davidson ceo matthew s levatich says our decision to move some of our operations is based on president trumps tariffs mr trump knows nothing about economics and even less about trade the man is a moron maga pic judy tinsleman june ,1,270.0
one thing i really hope coronavirus is able to cure us of is vipculture ,0,271.0
 there is nothing more asinine than people blaming trump for a disease spawned in china heres a thought it was mentioned or keaked that this may have been created in a bio weapon facility in the city where it started is someone looking into that have not heard a peep ,1,272.0
trump is immune to coronavirus information ,1,273.0
my airbnb host thinks coronavirus was a bioweapon manufactured to suppress chinese population growth could it be true ,1,274.0
thats a free for me im built different,0,275.0
will you take a vaccine for covi that is produced in china ,1,276.0
 maybe its the cure for corona ,0,277.0
einstein inspo we are slowed down sound and light waves a walking bundle of frequencies tuned into the cosmos we are souls dressed up in biochemical garments and our bodies are the instruments through which our souls play their music pic christina aguilera may ,1,278.0
my lysol disinfectant spray is sure getting a workout quarantinelife,1,279.0
 no but like i said if you have mild symptomes you wont get tested and if u die by corona wich we will never know since they dont test dead people it would not count towards corona deaths but as pneumonia deaths ,1,280.0
 he could be trying to ensure that he is cured off coronavirus,1,281.0
rip grandpa can we get gifted subs,0,282.0
 cnsp independent university research confirms active compound in w completely prevents coronavirus replication in vitro cnspharma wpdpharma sarsco coronavirus covi coronaviruspandemic covi andemic ,1,283.0
in the nixons predicted would win whenever he ran for office photo courtesy presidentelecttrump pic archives foundation november ,1,284.0
top covi acepalm doctor nominees dr ht ongcardiologist penang lawan city council enforcer sebab nak exercise masa mco dr adham minum air panas untuk bunuh fake info pseudoscience false reassurance dr osman refuse testing infect everyone around him ongoing list,0,285.0
shoebill storks are living dinosaurs pic nature is amazing may ,1,286.0
after covid is over i better never hear anyone trash low end workers again those people at the grocery store the dollar general workers those fast food workers the walmart employees those people you didn t even think deserved to have a wage to survive on ,0,287.0
 china the creator of bioweapon coronavirus has pushed the world into w by triggering biowar and taking advantage of the situation on many fronts ,1,288.0
 if it is true it man made then it will be easy to make vaccines and antidote in my opinion china will be the first country who develop the vaccine ,0,289.0
rt president duterte if china catches up with the development of a vaccine baka priority tayo ,1,290.0
i m not playing with coronavirus i bought cans of lysol last week amp another sol kills 9 per cent of viruses amp bacteria coronavirus coronavirusoutbreaknyc coronavirusnewyork covi covid washyourhands stayathome staysafe socialdistancin ,1,291.0
 coronavirus is a bioweapon you are somewhat right though having spent time in china they have a wide pallet when it comes to different types of foods ,1,292.0
why has it taken the threat of a virus before they started cleaning tube stations trains should be cleaned every week the seats have more dust than sahara desert,1,293.0
self medicating with chloroquine and vitamin c do not cure covi once symptoms are discovered please self isolate and call the ministry of health toll free numbers or staysafeug truthwelltold spreadthetruth ,1,294.0
i call it the wuhan virus i m chinese i must be suffering from a serious case of internalized racism ,0,295.0
